,index,queries,response,date
835,36,"Supreme Court of the United States, Corruption",5,1900-07-01 15:00:00
836,47,"Jeffrey Epstein, Grand jury",5,1900-07-01 15:00:00
837,52,Tulsi Gabbard,5,1900-06-28 23:00:00
838,47,"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5,1900-06-28 22:00:00
839,51,"The Stonewall Inn, Joe Biden, New York, Stonewall National Monument, Stonewall riots",5,1900-06-28 22:00:00
840,56,"Pennsylvania State Capitol Complex, Pennsylvania, Bomb threat, Joe Biden",5,1900-07-06 21:00:00
841,7,"Abortion, Republican Party, Arizona, Supreme Court of the United States, Ballot, Donald Trump",5,1900-07-01 14:00:00
842,12,"Supreme Court of the United States, Social media, Joe Biden",5,1900-07-01 14:00:00
843,16,"Supreme Court of the United States, Corruption",5,1900-07-01 14:00:00
844,23,"Supreme Court of the United States, Law",5,1900-07-01 14:00:00
845,25,"John Roberts, Supreme Court of the United States, Chief Justice",5,1900-07-01 14:00:00
846,38,Supreme Court of the United States,5,1900-07-01 14:00:00
847,40,"Supreme Court of the United States, Associated Press",5,1900-07-01 14:00:00
848,21,"Arkansas, Abortion, Ballot",5,1900-07-06 09:00:00
849,6,"Liberal Democrats, Ed Davey, Conservative Party, Labour Party, Liberalism",5,1900-07-04 18:00:00
850,13,"East Renfrewshire, Scottish National Party, General election, Labour Party, Inverclyde, 2024",5,1900-07-04 18:00:00
851,34,"Joe Biden, Democratic Party, Kamala Harris",5,1900-07-03 11:00:00
852,29,"Keir Starmer, Rishi Sunak, Labour Party, Conservative Party, Debate",5,1900-07-03 05:00:00
853,35,"Giorgia Meloni, Brothers of Italy, Fascism, Antisemitism",5,1900-07-03 05:00:00
854,48,"Russia, Ukraine, Economic sanctions",5,1900-07-03 05:00:00
855,62,"Bolivia, Coup d'état, Luis Arce",5,1900-07-03 05:00:00
856,75,"Cryptocurrency, Donald Trump",5,1900-07-03 05:00:00
857,0,"Alec Baldwin, New Mexico, Incentive, Halyna Hutchins, Joel Souza",5,1900-07-07 06:00:00
858,21,"West Bengal, All India Trinamool Congress, Mamata Banerjee, Bharatiya Janata Party",5,1900-07-07 06:00:00
859,46,"Human trafficking, Trafficking in Persons Report, United States Department of State",5,1900-07-07 06:00:00
860,99,"Brad Schneider, Protest, Israel, Vandalism, Illinois",5,1900-07-07 06:00:00
861,144,"Éric Ciotti, The Republicans, National Rally, Morocco, Far-right politics, France",5,1900-07-07 06:00:00
862,169,"Rudy Giuliani, Disbarment, Donald Trump, Mayor of New York City",5,1900-07-07 06:00:00
863,178,"Supreme Court of the United States, Social media, First Amendment to the United States Constitution",5,1900-07-07 06:00:00
864,7,"Georgia, Mayor, Fox & Friends, Fox News, Arabi",5,1900-07-07 12:00:00
865,25,"Joe Biden, Strike action, Philadelphia, Trade union, Harrisburg, National Education Association",5,1900-07-07 12:00:00
866,40,"Joe Biden, Heat wave",5,1900-07-07 12:00:00
867,25,"Tornado, Michigan, National Weather Service, Livonia, Rashida Tlaib, Tornado warning, National Oceanic and Atmospheric Administration, June 5, Extreme weather, Debbie Dingell",5,1900-07-02 22:00:00
868,61,"Joe Biden, Resignation, Barack Obama, Fact-checking, Vice President of the United States, Democratic Party",5,1900-07-02 22:00:00
869,73,"Hunter Biden, Joe Biden, The White House",5,1900-07-02 22:00:00
870,8,"Liberal Democrats, Ed Davey, Conservative Party, Liberalism",5,1900-07-05 03:00:00
871,19,"Upper Bann, Carla Lockhart, Democratic Unionist Party, General election, Sinn Féin",5,1900-07-05 03:00:00
872,30,"France, National Rally, Far-right politics, Marine Le Pen, Emmanuel Macron",5,1900-07-05 03:00:00
873,12,"Tyler Childers, The White House, Independence Day (United States), Angelica Hale",5,1900-07-05 17:00:00
874,21,"Joe Biden, Madison, Wisconsin, Protest, Sherman Middle School",5,1900-07-05 17:00:00
875,31,"Arkansas, Ballot, Abortion",5,1900-07-05 17:00:00
876,24,"Arkansas, Ballot, Abortion, Petition",5,1900-07-05 16:00:00
877,49,"Tyler Childers, The White House, Independence Day (United States), Angelica Hale",5,1900-07-05 16:00:00
878,6,"Rishi Sunak, General election, Conservative Party, Richmond, Prime minister",5,1900-07-05 02:00:00
879,29,"Liberal Democrats, Yeovil, General election, Liberalism",5,1900-07-05 02:00:00
880,33,"Upper Bann, Carla Lockhart, Democratic Unionist Party, General election, Sinn Féin",5,1900-07-05 02:00:00
881,58,"Chris Cuomo, TikTok, Andrew Mark Cuomo",5,1900-07-02 23:00:00
882,3,"Debate, Donald Trump, Joe Biden, CNN, United States presidential debates",5,1900-06-27 15:00:00
883,23,"Supreme Court of the United States, Abortion, Idaho",5,1900-06-27 15:00:00
884,24,"Purdue Pharma, Supreme Court of the United States, Opioid, Oxycodone",5,1900-06-27 15:00:00
885,25,"Supreme Court of the United States, U.S. Securities and Exchange Commission, Enforcement",5,1900-06-27 15:00:00
886,34,"Supreme Court of the United States, United States Environmental Protection Agency, Air pollution",5,1900-06-27 15:00:00
887,4,"Mayor, Fox & Friends, Georgia, Fox News, Arabi",5,1900-07-07 13:00:00
888,26,"Joe Biden, Strike action, Philadelphia, Trade union, Harrisburg, National Education Association",5,1900-07-07 13:00:00
889,47,"France, National Rally, Far-right politics, Marine Le Pen, Emmanuel Macron",5,1900-07-07 13:00:00
890,36,"Alec Baldwin, New Mexico, Incentive, Halyna Hutchins, Joel Souza",5,1900-07-07 07:00:00
891,42,"Jobless claims, Unemployment benefits",5,1900-07-07 07:00:00
892,64,"Supreme Court of the United States, Assault weapon, Federal Assault Weapons Ban, Illinois, Second Amendment to the United States Constitution",5,1900-07-07 07:00:00
893,112,"Rudy Giuliani, Disbarment, Donald Trump, Mayor of New York City",5,1900-07-07 07:00:00
894,1,"Benjamin Netanyahu, Hamas, Gaza Strip, Gaza, Israel Defense Forces, Ceasefire",5,1900-07-07 11:00:00
895,18,"Joe Biden, Strike action, Philadelphia, Trade union, Harrisburg, National Education Association",5,1900-07-07 11:00:00
896,33,"Joe Biden, Heat wave",5,1900-07-07 11:00:00
897,46,"Afghanistan, Taliban, United Nations, Doha, Qatar, Zabihullah Mujahid",5,1900-07-07 05:00:00
898,65,"Supreme Court of the United States, Regulation",5,1900-07-07 05:00:00
899,95,"Kansas, Supreme Court of the United States, Abortion law",5,1900-07-07 05:00:00
900,113,"NATO summit, South Korea, Japan, Ukraine, Yoon Suk Yeol",5,1900-07-07 05:00:00
901,121,"Netherlands, Dick Schoof, Government, Prime minister, Geert Wilders",5,1900-07-07 05:00:00
902,0,"Debate, United States presidential debates, Joe Biden, Donald Trump, Richard Nixon",5,1900-06-27 17:00:00
903,18,"Republican Party, United States Senate, Debate, Arizona",5,1900-06-27 17:00:00
904,34,"2024, July 2, Donald Trump",5,1900-07-02 21:00:00
905,46,"Bob Menendez, United States Senator",5,1900-07-02 21:00:00
906,48,"Hunter Biden, Joe Biden, The White House",5,1900-07-02 21:00:00
907,56,"Rudy Giuliani, Disbarment, Donald Trump, Mayor of New York City",5,1900-07-02 21:00:00
908,74,"Republican Party, Dulles International Airport, Indiana, United States Representative",5,1900-07-02 21:00:00
909,75,"Joe Biden, Twenty-fifth Amendment to the United States Constitution, Kamala Harris, Republican Party, Vice President of the United States, Democratic Party",5,1900-07-02 21:00:00
910,92,"Joe Biden, Heat wave",5,1900-07-02 21:00:00
911,12,"Supreme Court of the United States, Social media, Joe Biden",5,1900-07-02 09:00:00
912,13,"Steve Bannon, Donald Trump, Supreme Court of the United States",5,1900-07-02 09:00:00
913,19,"NATO summit, Washington",5,1900-07-02 09:00:00
914,29,"Supreme Court of the United States, Corruption",5,1900-07-02 09:00:00
915,41,"Jerome Powell, Federal Reserve System, Chair of the Federal Reserve of the United States, Foreign Exchange Market, European Central Bank, Monetary policy, United States Dollar, Christine Lagarde, Central bank",5,1900-07-02 09:00:00
916,46,"John Roberts, Supreme Court of the United States, Samuel Alito",5,1900-07-02 09:00:00
917,51,"Donald Trump, Morgan Stanley, Bond, Yield",5,1900-07-02 09:00:00
918,53,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-07-02 09:00:00
919,57,Supreme Court of the United States,5,1900-07-02 09:00:00
920,80,"Hong Kong, Supreme court, Protest, United Kingdom, Jimmy Lai",5,1900-07-02 09:00:00
921,82,"European Union, Volodymyr Zelenskyy, Security agreement, President of Ukraine",5,1900-07-02 09:00:00
922,99,"Virginia House of Delegates, Repeal, Glenn Youngkin",5,1900-07-02 09:00:00
923,101,"Jeffrey Epstein, Grand jury, Florida",5,1900-07-02 09:00:00
924,106,"The Trump Organization, Donald Trump, Saudi Arabia, Trump Tower, Jeddah, Eric Trump",5,1900-07-02 09:00:00
925,30,"General election, Liberal Democrats, Cheadle, Stockport, Hazel Grove, Labour Party, Electoral district",5,1900-07-05 00:00:00
926,33,"Liberal Democrats, Ed Davey, Conservative Party, Liberalism",5,1900-07-05 00:00:00
927,6,"Supreme Court of the United States, Social media, Joe Biden",5,1900-07-02 08:00:00
928,7,"Supreme Court of the United States, Donald Trump",5,1900-07-02 08:00:00
929,21,"Civil and political rights, Civil Rights Act of 1964, Law",5,1900-07-02 08:00:00
930,46,"Supreme Court of the United States, Corruption",5,1900-07-02 08:00:00
931,52,"Jeffrey Epstein, Grand jury, Florida",5,1900-07-02 08:00:00
932,53,Supreme Court of the United States,5,1900-07-02 08:00:00
933,56,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-07-02 08:00:00
934,57,"Huawei, Microsoft, The White House, Artificial intelligence",5,1900-07-02 08:00:00
935,60,"Supreme Court of the United States, Georgia Public Service Commission, Georgia",5,1900-07-02 08:00:00
936,73,"Joe Biden, Pardon",5,1900-07-02 08:00:00
937,80,"Virginia, Virginia House of Delegates, Repeal, Senate, Glenn Youngkin",5,1900-07-02 08:00:00
938,114,"Cryptocurrency, Ripple Labs, U.S. Securities and Exchange Commission, Brad Garlinghouse",5,1900-07-02 08:00:00
939,116,"European Union, Volodymyr Zelenskyy, Security agreement, President of Ukraine",5,1900-07-02 08:00:00
940,33,"Liberal Democrats, Ed Davey, Conservative Party, Liberalism",5,1900-07-05 01:00:00
941,28,"Bob Menendez, United States Senator",5,1900-07-02 20:00:00
942,34,"Rudy Giuliani, Disbarment, Donald Trump, Mayor of New York City",5,1900-07-02 20:00:00
943,39,"Hunter Biden, Joe Biden, The White House",5,1900-07-02 20:00:00
944,47,"Joe Biden, Resignation, Barack Obama, Fact-checking, Vice President of the United States, Democratic Party",5,1900-07-02 20:00:00
945,52,"Republican Party, Dulles International Airport, Indiana, United States Representative",5,1900-07-02 20:00:00
946,1,"Debate, United States presidential debates, 2024, Joe Biden, Donald Trump",5,1900-06-27 16:00:00
947,13,"Republican Party, United States Senate, Debate, Arizona",5,1900-06-27 16:00:00
948,16,"Health care fraud, United States Department of Justice, Merrick Garland",5,1900-06-27 16:00:00
949,26,"Atlanta, Democratic Party, Candidate, Joe Biden",5,1900-06-27 16:00:00
950,19,"Joe Biden, Strike action, Philadelphia, Trade union, Harrisburg, National Education Association",5,1900-07-07 10:00:00
951,9,"Mayor, Fox & Friends, Georgia, Fox News, Arabi",5,1900-07-07 14:00:00
952,17,"Benjamin Netanyahu, Hamas, Gaza Strip, Gaza, Israel Defense Forces, Ceasefire",5,1900-07-07 14:00:00
953,28,"France, National Rally, Far-right politics, Marine Le Pen, Emmanuel Macron",5,1900-07-07 14:00:00
954,45,"Joe Biden, Strike action, Philadelphia, Trade union, National Education Association, Harrisburg",5,1900-07-07 14:00:00
955,43,"Kamala Harris, Joe Biden",5,1900-07-02 18:00:00
956,47,"Rudy Giuliani, Disbarment, Donald Trump, Mayor of New York City",5,1900-07-02 18:00:00
957,50,"Antony Blinken, United States Secretary of State, Ukraine, Vladimir Putin, Russo-Ukrainian War, Israel, Foreign policy, Hamas, Brookings Institution",5,1900-07-02 18:00:00
958,51,"Hunter Biden, Joe Biden, The White House, Democratic Party",5,1900-07-02 18:00:00
959,53,"Jen Psaki, Afghanistan, Joe Biden, White House Press Secretary, Republican Party",5,1900-07-02 18:00:00
960,1,"Israel, Bret Stephens, Hamas, Hezbollah",5,1900-07-05 11:00:00
961,13,"Country Land and Business Association, General election, Labour Party",5,1900-07-05 05:00:00
962,53,"Deportation, United States district court, Illegal immigration",5,1900-07-05 05:00:00
963,32,"Tynemouth, General election, Labour Party",5,1900-07-05 04:00:00
964,43,"France, Jewish people, National Rally, Marine Le Pen, Far-right politics, Antisemitism",5,1900-07-05 04:00:00
965,25,"Kamala Harris, Joe Biden",5,1900-07-02 19:00:00
966,28,"Rudy Giuliani, Disbarment, Donald Trump, Mayor of New York City",5,1900-07-02 19:00:00
967,31,"Bob Menendez, United States Senator",5,1900-07-02 19:00:00
968,2,"Donald Trump, Joe Biden, Debate, United States presidential debates, Republican Party of Florida",5,1900-06-27 13:00:00
969,11,"Supreme Court of the United States, Abortion, Idaho",5,1900-06-27 13:00:00
970,12,"Purdue Pharma, Supreme Court of the United States, Opioid, Oxycodone",5,1900-06-27 13:00:00
971,14,"Supreme Court of the United States, U.S. Securities and Exchange Commission, Enforcement",5,1900-06-27 13:00:00
972,16,"Supreme Court of the United States, United States Environmental Protection Agency, Air pollution",5,1900-06-27 13:00:00
973,41,"Chattanooga Police Department, Indictment, Tennessee Bureau of Investigation, Resignation",5,1900-06-27 13:00:00
974,20,"Gymnastics, Simone Biles, United States Olympic trials, Summer Olympic Games",5,1900-06-29 02:00:00
975,68,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-06-29 02:00:00
976,71,"Iran, Presidential election",5,1900-06-29 02:00:00
977,81,"Iran, National Council of Resistance of Iran, People's Mojahedin Organization of Iran, Maryam Rajavi, 2024",5,1900-06-29 02:00:00
978,10,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5,1900-07-07 15:00:00
979,11,"France, National Rally, Far-right politics, Marine Le Pen, Emmanuel Macron",5,1900-07-07 15:00:00
980,20,"Mayor, Fox News, Georgia, Fox & Friends, Arabi",5,1900-07-07 15:00:00
981,51,"Joe Biden, Strike action, Philadelphia, Trade union, Harrisburg, National Education Association",5,1900-07-07 15:00:00
982,54,"Pennsylvania, Election official, Joe Biden, Election commission, WHTM-TV",5,1900-07-07 15:00:00
983,14,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas",5,1900-07-07 17:00:00
984,33,"Cori Bush, Democratic Party, House Democratic Caucus, Hakeem Jeffries, St. Louis",5,1900-07-07 17:00:00
985,42,"Greg Abbott, Taiwan, Governor of Texas, Asia, South Korea",5,1900-07-07 17:00:00
986,45,"Bob Menendez, United States Senator",5,1900-07-07 17:00:00
987,53,"Éric Ciotti, The Republicans, National Rally, Morocco, France, Far-right politics",5,1900-07-07 17:00:00
988,56,"Mayor, Fox News, Georgia, Fox & Friends, Arabi",5,1900-07-07 17:00:00
989,53,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-06-29 00:00:00
990,23,"Rishi Sunak, Kemi Badenoch, Leader of the Conservative Party, Priti Patel, Leadership",5,1900-07-05 06:00:00
991,32,"Cryptocurrency, Bitcoin, El Salvador, Digital currency",5,1900-07-05 06:00:00
992,39,"Stock market, Stock, Jerome Powell, Nasdaq, Futures contract, Dow Jones Industrial Average, S&P 500, Wall Street",5,1900-07-05 06:00:00
993,42,"International Criminal Court, Israel, Benjamin Netanyahu, Warrant, United Kingdom",5,1900-07-05 06:00:00
994,63,"France, National Rally, Far-right politics, Marine Le Pen, Emmanuel Macron",5,1900-07-05 06:00:00
995,16,"Jordan Chiles, Gymnastics, Simone Biles, United States women's national artistic gymnastics team, United States Olympic trials",5,1900-06-29 01:00:00
996,53,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-06-29 01:00:00
997,10,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5,1900-07-07 16:00:00
998,22,"Mayor, Fox News, Georgia, Fox & Friends, Arabi",5,1900-07-07 16:00:00
999,23,"Joe Biden, Strike action, Philadelphia, Trade union, Harrisburg, National Education Association",5,1900-07-07 16:00:00
1000,31,"Cori Bush, Democratic Party, House Democratic Caucus, Hakeem Jeffries, St. Louis",5,1900-07-07 16:00:00
1001,39,"Benjamin Netanyahu, Hamas, Gaza Strip, Gaza, Israel Defense Forces, Ceasefire",5,1900-07-07 16:00:00
